,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
247,Dog Individual Neutered Male,BOSTON TERRIER,SPOTTED,MACEO,15237,2017,1/9/2017 11:07
248,Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,ROXI,15132,2017,12/12/2016 16:16
249,Dog Senior Citizen or Disability Neutered Male,BRUSSELS GRIFFON,APRICOT,BUDDY,15235,2017,12/15/2016 12:28
250,Dog Individual Neutered Male,MIXED,BLACK/BROWN,TRIXIE,15221,2017,2/9/2017 14:48
251,Dog Individual Neutered Male,MIXED,WHITE,COCONUT,15136,2017,2/15/2017 8:41
252,Dog Individual Spayed Female,MIXED,BLACK/GREY,LEXI,15024,2017,12/29/2016 15:14
253,Dog Senior Citizen or Disability Neutered Male,BEAGLE,MULTI,REX,15102,2017,1/3/2017 8:52
254,Dog Senior Citizen or Disability Spayed Female,VIZSLA,RED,ROXIE,15143,2017,12/29/2016 15:33
255,Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,HEIDI,15137,2017,1/23/2017 13:33
256,Dog Individual Female,BICHON FRISE,WHITE/APRICOT,MISSY,15227,2017,2/1/2017 14:35
257,Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,HOGAN,15229,2017,12/30/2016 8:29
258,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,LADY CC,15147,2017,12/7/2016 9:57
259,Dog Senior Citizen or Disability Neutered Male,TERRIER,GOLD,ROCKY,15216,2017,12/15/2016 11:27
260,Dog Senior Citizen or Disability Spayed Female,DACHSHUND,BROWN,COCO,15084,2017,2/17/2017 14:49
261,Dog Individual Female,LABRADOR RETRIEVER,BLACK,PRESSCHESS,15221,2017,1/23/2017 8:42
262,Dog Individual Neutered Male,LAB MIX,BLACK,BUDDY,15106,2017,1/20/2017 15:56
263,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,SHIBUI,15139,2017,1/13/2017 9:49
264,Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,WHITE/TAN,RY-LEE,15137,2017,1/5/2017 11:21
265,Dog Senior Citizen or Disability Neutered Male,MIXED,SPOTTED,KRAMER,15024,2017,1/18/2017 9:07
266,Dog Individual Spayed Female,CHOW CHOW MIX,BLACK,BELLA,15243,2017,12/14/2016 16:17
267,Dog Individual Neutered Male,BEAGLE MIX,OTHER,BOWSER,15235,2017,2/28/2017 16:01
268,Dog Senior Citizen or Disability Spayed Female,DACHSHUND,BROWN,LUCY,15084,2017,2/17/2017 14:49
269,Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,SHARLETTE,15137,2017,1/23/2017 13:33
270,Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,TOBY,15037,2017,12/13/2016 16:03
271,Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,HARLEY,15210,2017,1/18/2017 8:43
272,Dog Senior Citizen or Disability Male,YORKSHIRE TERRIER,BLACK/BROWN,HUMPFREY,15025,2017,1/3/2017 10:07
273,Dog Individual Female,BEAGLE,WHITE/BLACK/BROWN,SHILOH,15236,2017,3/10/2017 14:42
274,Dog Senior Citizen or Disability Spayed Female,SIB HUSKY,WHITE/BLACK,ANGEL,15071,2017,12/14/2016 12:23
275,Dog Senior Citizen or Disability Neutered Male,BORD COLLIE,WHITE/BLACK,JACK,15037,2017,12/19/2016 8:21
276,Dog Senior Citizen or Disability Neutered Male,MIXED,MULTI,MAX,15035,2017,2/1/2017 14:35
277,Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,MILO,15044,2017,2/23/2017 16:07
278,Dog Individual Neutered Male,COLLIE MIX,MULTI,CHIEF,15037,2017,12/5/2016 8:52
279,Dog Individual Neutered Male,PUGGLE,BROWN,ISAAC,15144,2017,2/21/2017 12:06
280,Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,HALLE,15102,2017,1/6/2017 14:43
281,Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,DASH,15037,2017,1/23/2017 11:53
282,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,LILY,15102,2017,12/15/2016 10:16
283,Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,KNUTE,15102,2017,12/16/2016 9:08
284,Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,JULIE,15116,2017,2/6/2017 12:09
285,Dog Senior Citizen or Disability Spayed Female,ENG SETTER,WHITE/BLACK,TRIXI,15234,2017,1/3/2017 10:07
286,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,JENNA,15126,2017,12/13/2016 8:34
287,Dog Individual Spayed Female,TERRIER MIX,WHITE/BROWN,ROXY,15214,2017,2/10/2017 15:41
288,Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK,SASSIE,15071,2017,12/16/2016 16:25
289,Dog Senior Citizen or Disability Neutered Male,PUG,BEIGE,TYSON,15147,2017,12/19/2016 8:21
290,Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,WHITE/BROWN,MOSES,15090,2017,1/6/2017 15:17
291,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,MATTIE,15236,2017,12/20/2016 15:38
292,Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,TAFFY,15145,2017,12/14/2016 16:17
293,Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,BUTTONS,15209,2017,12/9/2016 10:27
294,Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/TAN,BULLIE,15112,2017,2/6/2017 16:20
295,Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,BENJI,15116,2017,12/29/2016 15:33
296,Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,NAOMI SKYY,15129,2017,1/3/2017 16:34
297,Dog Individual Spayed Female,NORW ELKHOUND,BLACK/GREY,FRANCESKA,15110,2017,1/4/2017 10:10
298,Dog Senior Citizen or Disability Male,MIXED,MULTI,MICKEY,15084,2017,1/27/2017 12:25
299,Dog Individual Spayed Female,BEAGLE,MULTI,MOLLIE,15221,2017,1/30/2017 10:57
300,Dog Individual Spayed Female,LAB MIX,BROWN,SHEBA,15108,2017,1/27/2017 10:36
301,Dog Senior Citizen or Disability Spayed Female,DACHSHUND,RED,AIMEE,15237,2017,1/11/2017 14:40
302,Dog Individual Spayed Female,MIXED,YELLOW,PRINCESS,15202,2017,12/8/2016 8:33
303,Dog Individual Spayed Female,GER SHEPHERD,BLACK,MALLORY,15102,2017,1/19/2017 14:45
304,Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,BLACK/GREY,ZUZU,15102,2017,12/14/2016 12:24
305,Dog Senior Citizen or Disability Male,DACHSHUND,RED,EARL,15143,2017,2/6/2017 16:20
306,Dog Senior Citizen or Disability Spayed Female,LABRADOODLE,YELLOW,CARLY,15238,2017,2/8/2017 14:10
307,Dog Individual Spayed Female,GOLDENDOODLE,BLACK,BRUIN,15108,2017,12/7/2016 9:57
308,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,SILVER,HARRY,15146,2017,1/18/2017 8:43
309,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BROWN,CAPTAIN,15218,2017,12/14/2016 8:40
310,Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,CAPTAIN,15218,2017,12/14/2016 8:40
311,Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,RED,JASMINE,15108,2017,1/3/2017 8:58
312,Dog Individual Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,ZOEY,15015,2017,12/23/2016 8:44
313,Dog Individual Female,GER SHEPHERD,BRINDLE,SOLE`,15238,2017,1/3/2017 10:08
314,Dog Senior Citizen or Disability Spayed Female,SHIBA INU,CREAM,TWISTER,15239,2017,12/16/2016 15:21
315,Dog Individual Spayed Female,LAB MIX,YELLOW,SYDNEY,15237,2017,2/2/2017 9:43
316,Dog Individual Spayed Female,MIXED,BLACK/BROWN,SQUEAKER,15132,2017,12/14/2016 8:41
317,Dog Senior Citizen or Disability Spayed Female,AM PITT BULL MIX,TAN,PAYTON,15035,2017,1/24/2017 9:02
318,Dog Individual Male,ENG BULLDOG,WHITE/RED,CESAR,15243,2017,3/27/2017 12:26
319,Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15084,2017,1/23/2017 10:52
320,Dog Individual Male,POMERANIAN,BLACK,TEDDY,15209,2017,1/24/2017 16:31
321,Dog Individual Female,VIZSLA,ORANGE,RAZZI,15238,2017,3/8/2017 15:53
322,Dog Individual Male,BEAGLE,WHITE/BLACK/BROWN,BANDIT,15044,2017,1/26/2017 14:44
323,Dog Individual Female,DACHSHUND,BLACK/BROWN,ADDISON,15235,2017,3/10/2017 8:19
324,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,CASSIE,15044,2017,1/6/2017 14:43
325,Dog Individual Spayed Female,SHIH TZU,MULTI,ANGEL,15137,2017,11/30/2016 15:47
326,Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK/BROWN,DIANA,15044,2017,12/23/2016 8:44
327,Dog Individual Neutered Male,PEKINGESE,BROWN,ROCKO,15046,2017,12/21/2016 8:35
328,Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,TEDDY,15221,2017,12/14/2016 12:23
329,Dog Individual Spayed Female,MIXED,BLACK/TAN,ABBY,15146,2017,1/18/2017 8:42
330,Dog Individual Neutered Male,SHIH TZU,BRINDLE,HARLEY,15234,2017,12/8/2016 10:09
331,Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/TAN,MISTY,15116,2017,1/20/2017 9:00
332,Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/TAN,MISTY,15116,2017,2/13/2017 16:12
333,Dog Individual Neutered Male,DACHSHUND,RED,BRIGGS,15236,2017,3/27/2017 14:51
334,Dog Individual Neutered Male,PEKINGESE,BLACK/TAN,BOO,15120,2017,3/8/2017 11:37
335,Dog Individual Neutered Male,MIXED,BROWN,BRUNO,15235,2017,12/12/2016 8:53
336,Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,BENTON,15024,2017,12/20/2016 8:54
337,Dog Senior Citizen or Disability Male,SHIH TZU,WHITE/BLACK,BENTON,15024,2017,12/20/2016 8:54
338,Dog Individual Spayed Female,PARSON RUSSELL TERR,SPOTTED,SHEA,15044,2017,1/5/2017 16:35
339,Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BLACK/BROWN,CODY,15071,2017,1/13/2017 12:48
340,Dog Individual Spayed Female,CHIHUAHUA,WHITE/BLACK,GORDITA,15239,2017,12/16/2016 13:25
341,Dog Individual Spayed Female,LABRADOR RETRIEVER,GREY,DAKOTA,15136,2017,2/2/2017 9:43
342,Dog Senior Citizen or Disability Spayed Female,BOXER,BROWN,MAGGIE,15065,2017,2/6/2017 11:09
343,Dog Senior Citizen or Disability Neutered Male,SCHIPPERKE,BLACK,CODY,15090,2017,1/3/2017 8:51
344,Dog Individual Spayed Female,MIXED,BROWN,COCO,15037,2017,3/14/2017 16:06
345,Dog Individual Neutered Male,SCHNOODLE,BROWN,COSMO,15108,2017,3/13/2017 11:49
346,Dog Individual Spayed Female,LAB MIX,GOLD,BELLA,15122,2017,1/17/2017 9:44
347,Dog Senior Citizen or Disability Spayed Female,POODLE TOY,APRICOT,PRECIOUS,15132,2017,12/8/2016 16:26
348,Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,K.C.,15137,2017,1/26/2017 14:40
349,Dog Individual Spayed Female,COLLIE,SABLE,ANNIE,15238,2017,2/27/2017 12:31
350,Dog Individual Neutered Male,BICHON FRISE,WHITE,ZIGGY,15237,2017,12/30/2016 8:30
351,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK/BROWN,MAGGIE,15063,2017,12/14/2016 9:07
352,Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,LADYBUG,15120,2017,1/12/2017 9:36
353,Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BLACK,BRODY,15137,2017,12/21/2016 8:35
354,Dog Senior Citizen or Disability Spayed Female,SHETLAND SHEEPDOG,MULTI,TILLY,15241,2017,12/15/2016 11:27
355,Dog Individual Male,LABRADOR RETRIEVER,BLACK,LAZER,15102,2017,12/12/2016 13:35
356,Dog Individual Male,AUS CATTLE DOG,SPOTTED,MANDINGO,15243,2017,12/23/2016 14:48
357,Dog Individual Neutered Male,AUS CATTLE DOG,SPOTTED,MANDINGO,15243,2017,12/23/2016 14:48
358,Dog Senior Citizen or Disability Neutered Male,DACHSHUND,WHITE/RED,TEDDY,15112,2017,12/23/2016 13:35
359,Dog Senior Citizen or Disability Spayed Female,GREYHOUND,WHITE/BLACK,TERI,15101,2017,12/13/2016 15:53
360,Dog Senior Citizen or Disability Spayed Female,POODLE STANDARD,BLACK,MOLLY,15101,2017,1/4/2017 15:56
361,Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BUFF,SPENSER,15106,2017,12/20/2016 11:16
362,Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BROWN,CHLOE,15239,2017,12/12/2016 16:17
363,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,MAGGIE,15137,2017,3/22/2017 11:56
364,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,TOMA,15237,2017,3/16/2017 15:52
365,Dog Individual Neutered Male,MALTESE,WHITE,POKY,15108,2017,1/5/2017 12:50
366,Dog Individual Neutered Male,POODLE TOY,CREAM,CLAUDE,15102,2017,3/1/2017 13:29
367,Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,BUFF,SARAH,15143,2017,12/14/2016 12:39
368,Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL MIX,GOLD,WINSTON,15024,2017,1/23/2017 9:45
369,Dog Individual Spayed Female,BEAGLE,SPOTTED,MALLORY,15017,2017,2/8/2017 11:37
370,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BROWN,COCOA,15120,2017,12/28/2016 16:31
371,Dog Individual Neutered Male,MIXED,BROWN,SMOKEY,15044,2017,12/16/2016 15:42
372,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/TAN,CHIPS,15024,2017,1/23/2017 9:45
373,Dog Senior Citizen or Disability Spayed Female,BEAGLE,TRI-COLOR,LADY,15126,2017,12/14/2016 8:40
374,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE,BLESS,15136,2017,3/15/2017 14:08
375,Dog Senior Citizen or Disability Male,PEKINGESE,BLACK/BROWN,TOSOX,15209,2017,12/22/2016 8:40
376,Dog Senior Citizen or Disability Neutered Male,MIXED,BUFF,DOVER,15024,2017,1/23/2017 9:45
377,Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL MIX,WHITE/BLACK,CINDERS,15024,2017,1/23/2017 9:45
378,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,SHADOW,15037,2017,3/1/2017 14:29
379,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,MISTY,15037,2017,3/1/2017 14:29
380,Dog Individual Spayed Female,POODLE STANDARD,BLACK,BELLA,15241,2017,2/22/2017 11:37
381,Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE/BROWN,SHELBY,15243,2017,1/9/2017 16:38
382,Dog Individual Spayed Female,LAB MIX,BLACK,LUCY,15122,2017,12/5/2016 8:36
383,Dog Senior Citizen or Disability Neutered Male,POODLE TOY,WHITE/BLACK,BLAISE,15239,2017,12/13/2016 14:16
384,Dog Senior Citizen or Disability Neutered Male,TERRIER MIX,WHITE/BROWN,ATLAS,15122,2017,12/15/2016 10:16
385,Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,EMEE,15044,2017,12/14/2016 16:17
386,Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,WHITE/BLACK,BELLA,15220,2017,1/3/2017 14:04
387,Dog Individual Spayed Female,MIXED,BLACK,MAGGIE,15065,2017,12/22/2016 8:56
388,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK/BROWN,LEON,15132,2017,1/10/2017 10:04
389,Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,ZOEY,15234,2017,1/26/2017 15:54
390,Dog Senior Citizen or Disability Spayed Female,SHIH TZU,GOLD,MAI LIN,15102,2017,2/17/2017 14:49
391,Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BROWN,SALLY,15237,2017,12/22/2016 8:40
392,Dog Senior Citizen or Disability Neutered Male,COLLIE MIX,RED/BROWN,OLLIE,15237,2017,12/22/2016 16:28
393,Dog Individual Male,MIXED,WHITE/BLACK/BROWN,BUDDY,15223,2017,3/28/2017 8:44
394,Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BLACK,ZACH,15235,2017,1/25/2017 16:23
395,Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,MULTI,PRANCER,15214,2017,3/10/2017 15:21
396,Dog Individual Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,MAGGIE,15146,2017,1/26/2017 16:04
397,Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,BANDIT,15112,2017,1/9/2017 9:11
398,Dog Individual Spayed Female,BOSTON TERRIER,SPOTTED,ELOISE,15202,2017,3/6/2017 8:45
399,Dog Individual Neutered Male,SHIH TZU,SPOTTED,MEMPHIS,15102,2017,1/18/2017 14:57
400,Dog Senior Citizen or Disability Spayed Female,AM ESKIMO DOG,WHITE,POLOMA,15101,2017,2/13/2017 16:01
401,Dog Individual Spayed Female,TERRIER MIX,BLACK,ANGEL,15071,2017,1/4/2017 15:49
402,Dog Senior Citizen or Disability Spayed Female,POMERANIAN,BEIGE,FOXY,15136,2017,1/19/2017 15:56
403,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,KYLIE,15235,2017,3/15/2017 8:44
404,Dog Individual Neutered Male,SHEPHERD MIX,BLACK/BROWN,BAILEY,15205,2017,12/16/2016 8:40
405,Dog Senior Citizen or Disability Neutered Male,PEEKAPOO,BROWN,FOSTER,15015,2017,2/28/2017 9:24
406,Dog Senior Citizen or Disability Neutered Male,BLUE HEELER,BLACK/GREY,MAX,15037,2017,1/13/2017 9:50
407,Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,BUDDY,15102,2017,1/3/2017 10:08
408,Dog Individual Spayed Female,COCKER SPANIEL,BROWN,SCARLETT,15237,2017,3/24/2017 15:12
409,Dog Individual Spayed Female,PAPILLON,SABLE/WHITE,JENNY,15136,2017,1/18/2017 13:42
410,Dog Senior Citizen or Disability Spayed Female,AUS SHEPHERD,WHITE/BLACK/GREY,SHEBA,15017,2017,2/13/2017 16:01
411,Dog Senior Citizen or Disability Neutered Male,COCKAPOO,WHITE,HARRY,15221,2017,1/9/2017 16:02
412,Dog Senior Citizen or Disability Neutered Male,BEAGLE,MULTI,BUZZ,15122,2017,12/12/2016 12:59
413,Dog Individual License Duplicate,GREYHOUND,WHITE/TAN,FRANCO,15025,2017,2/8/2017 15:41
414,Dog Senior Citizen or Disability Male,GER SHORTHAIR POINT,SPOTTED,CHAMP,15065,2017,3/22/2017 13:19
415,Dog Individual Spayed Female,GREAT DANE,MERLE,JUNO,15228,2017,1/5/2017 12:50
416,Dog Individual Spayed Female,SHIBA INU,WHITE/APRICOT,SHEBA,15237,2017,12/28/2016 11:18
417,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE,PEP,15025,2017,1/10/2017 11:00
418,Dog Individual Spayed Female,ENG SETTER,WHITE/BLACK,LYNDI,15101,2017,12/23/2016 9:12
419,Dog Individual Spayed Female,ENG SETTER,WHITE/BLACK,LYNDI,15101,2017,12/22/2016 8:56
420,Dog Senior Citizen or Disability Neutered Male,DACHSHUND,RED,OTTO,15229,2017,12/9/2016 11:17
421,Dog Individual Spayed Female,POODLE TOY,APRICOT,PRINCESS GABRIELLE,15136,2017,2/3/2017 8:37
422,Dog Individual Neutered Male,TAG,MULTI,CHARLIE,15102,2017,1/3/2017 8:57
423,Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BROWN,OLLIE,15116,2017,1/9/2017 16:01
424,Dog Individual Neutered Male,COLLIE,BROWN,RUFFY,15122,2017,1/25/2017 9:04
425,Dog Individual Neutered Male,MIXED,BLACK,SAMMY,15025,2017,12/16/2016 9:08
426,Dog Individual Neutered Male,CHIHUAHUA,WHITE/BEIGE,HOOCH,15235,2017,2/13/2017 16:01
427,Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,BUDDY,15146,2017,12/28/2016 12:11
428,Dog Individual Neutered Male,DACHSHUND,MULTI,SCHROEDER,15102,2017,3/9/2017 15:02
429,Dog Senior Citizen or Disability Neutered Male,AM ESKIMO DOG,WHITE,TORNADO,15037,2017,2/15/2017 15:03
430,Dog Individual Neutered Male,LAB MIX,BROWN,COCO,15218,2017,2/17/2017 15:08
431,Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,BAILEY,15108,2017,12/14/2016 12:39
432,Dog Senior Citizen or Disability Neutered Male,TERRIER,TAN,SPIKE,15129,2017,12/7/2016 12:14
433,Dog Individual Neutered Male,MIXED,SPOTTED,CISCO,15209,2017,12/30/2016 8:29
434,Dog Senior Citizen or Disability Neutered Male,MIXED,SPOTTED,CISCO,15209,2017,12/30/2016 8:29
435,Dog Individual Male,MANCHESTER TERRIER,BLACK,TAZ,15044,2017,2/7/2017 15:06
436,Dog Individual Female,SHETLAND SHEEP MIX,BROWN,ANNABELL,15236,2017,2/22/2017 9:14
437,Dog Individual Spayed Female,MIXED,BLACK/BROWN,COCOA,15241,2017,1/13/2017 16:25
438,Dog Individual Male,GER SHORTHAIR POINT,SPOTTED,DOZER,15205,2017,1/23/2017 13:33
439,Dog Individual Spayed Female,ORI PEI,BLACK,TETSU,15236,2017,3/15/2017 12:07
440,Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BROWN,BAKER,15220,2017,12/19/2016 15:40
441,Dog Individual Neutered Male,DALMATION MIX,WHITE/BLACK,GUNNIE,15057,2017,1/27/2017 9:19
442,Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BLACK,BUDDY,15101,2017,12/22/2016 8:56
443,Dog Individual Neutered Male,CAIRN TERRIER,CREAM,FEZZIK,15212,2017,1/13/2017 9:50
444,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,LULUBELLE,15090,2017,1/12/2017 16:34
445,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,LULUBELLE,15090,2017,1/27/2017 14:54
446,Dog Individual Female,MIXED,WHITE/BLACK/BROWN,LILY MAY,15084,2017,2/10/2017 8:37
447,Dog Individual Spayed Female,WEIMARANER,GREY,STORM,15037,2017,12/2/2016 8:42
448,Dog Individual Spayed Female,LABRADOODLE,BLACK,ROXY,15215,2017,1/4/2017 8:38
449,Dog Individual Neutered Male,COCKER SPANIEL,BLACK/BROWN,CARMEL,15234,2017,1/12/2017 9:36
450,Dog Individual Spayed Female,TERRIER MIX,BROWN,CRICKET,15137,2017,3/27/2017 14:51
451,Dog Senior Citizen or Disability Neutered Male,CAIRN TERRIER,RED/BRINDLE,KEEGAN,15238,2017,12/22/2016 8:56
452,Dog Senior Citizen or Disability Neutered Male,CAIRN TERRIER,BRINDLE,RILEY,15238,2017,12/22/2016 8:56
453,Dog Individual Neutered Male,CAIRN TERRIER,BRINDLE,RILEY,15238,2017,12/22/2016 8:56
454,Dog Senior Citizen or Disability Spayed Female,MALTESE MIX,BLACK/BROWN,BELLA,15102,2017,1/26/2017 10:04
455,Dog Individual Spayed Female,POODLE STANDARD,BLACK,ROXY,15116,2017,1/9/2017 15:26
456,Dog Individual Spayed Female,MIXED,WHITE/BLACK,TIPPIE,15148,2017,12/15/2016 9:58
457,Dog Senior Citizen or Disability Male,BOXER MIX,BROWN,GUS,15065,2017,1/5/2017 15:51
458,Dog Individual Neutered Male,LHASA APSO,SPOTTED,OZZY,15235,2017,2/28/2017 16:02
459,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BLACK,LORD TOBIUS,15146,2017,1/3/2017 8:52
460,Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,GOLD,ABBIE,15235,2017,12/23/2016 9:12
461,Dog Individual Spayed Female,GER SHEPHERD,BLACK/TAN,EFFI,15132,2017,1/6/2017 15:17
462,Dog Senior Citizen or Disability Neutered Male,BEAGLE,BLACK/BROWN,LUKE,15120,2017,1/3/2017 14:03
463,Dog Individual Spayed Female,DACHSHUND,BLACK/TAN,SOPHIE,15235,2017,2/8/2017 8:49
464,Dog Senior Citizen or Disability Spayed Female,COCKAPOO,BUFF,SALLY,15120,2017,12/29/2016 12:21
465,Dog Individual Spayed Female,MIXED,WHITE/BLACK,CHLOE,15214,2017,2/17/2017 9:03
466,Dog Individual Male,BEAGLE,MULTI,JACKSON,15143,2017,2/10/2017 13:32
467,Dog Senior Citizen or Disability Spayed Female,LABRADOODLE,BROWN,CHESSIE,15084,2017,1/4/2017 13:13
468,Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,JOHNATHAN,15071,2017,12/21/2016 8:44
469,Dog Individual Neutered Male,MIXED,BLACK/GREY,PACO,15136,2017,3/6/2017 13:54
470,Dog Senior Citizen or Disability Neutered Male,LAB MIX,TAN,NOMAR,15235,2017,2/23/2017 11:00
471,Dog Individual Neutered Male,MIXED,BLACK,CHARLIE,15143,2017,1/6/2017 14:43
472,Dog Individual Spayed Female,BICHON FRISE,WHITE,SUGAR,15131,2017,1/13/2017 12:49
473,Dog Senior Citizen or Disability Neutered Male,SCHIPPERKE,BLACK,BAMBAM WILY,15090,2017,1/3/2017 8:51
474,Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BROWN,GINGER,15228,2017,12/9/2016 9:00
475,Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,SHADOW,15228,2017,3/17/2017 15:48
476,Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,DOTTIE,15143,2017,12/13/2016 15:53
477,Dog Senior Citizen or Disability Spayed Female,ENG SPRINGER SPANIE,WHITE/LIVER,DOTTIE,15143,2017,12/28/2016 16:13
478,Dog Senior Citizen or Disability Male,MALTESE,WHITE,DERVISH,15241,2017,12/16/2016 15:21
479,Dog Individual Spayed Female,LAB MIX,WHITE/BLACK,LILLY,15228,2017,12/16/2016 15:21
480,Dog Individual Neutered Male,POMERANIAN,RED/BROWN,STEVIE SKY,15065,2017,1/17/2017 12:33
481,Dog Individual Spayed Female,BORD COLLIE,BROWN,CHLOE,15037,2017,1/11/2017 14:29
